sentence,label
"I need to go grocery shopping later; we're completely out of milk, bread, and basically everything else.",0
"My flight got delayed by three hours, so I'll probably be arriving much later than originally planned.",0
I'm thinking about redecorating my living room; it's been the same for years and needs a fresh update.,0
Can you pick up some coffee on your way home?,0
We ran out this morning and I desperately need caffeine.,0
The traffic on the highway was absolutely terrible this morning; it took me twice as long to get to work.,0
I love spending time at the beach; there's something so peaceful and relaxing about the sound of waves.,0
My grandmother makes the best apple pie in the world; her secret ingredient is a touch of cinnamon.,0
"I'm trying to learn Spanish, but it's much more challenging than I initially thought it would be.",0
"The sunset tonight was absolutely breathtaking; the sky was painted in shades of orange, pink, and purple.",0
I can't find my keys anywhere; I've looked in all the usual places but they seem to have disappeared.,0
The economic implications of artificial intelligence adoption will reshape labor markets across multiple industries within the next decade.,0
Rising healthcare costs continue to burden middle-class families while pharmaceutical companies report record profits from essential medications.,0
The current housing crisis stems from decades of zoning restrictions that have artificially limited supply in major metropolitan areas.,0
Social media platforms must balance free speech principles with the responsibility to prevent the spread of harmful misinformation.,0
"Climate change represents the most significant challenge facing humanity, requiring unprecedented global cooperation and immediate action.",0
"Educational inequality perpetuates socioeconomic disparities, as students from wealthy districts receive far superior resources and opportunities.",0
"The criminal justice system disproportionately affects communities of color, highlighting the urgent need for comprehensive reform measures.",0
Universal basic income could provide economic security in an era of increasing automation and job displacement.,0
"Mental health services remain inadequately funded and stigmatized, despite growing awareness of their critical importance to public welfare.",0
Campaign finance reform is essential to restore democratic integrity and reduce the influence of wealthy donors on electoral outcomes.,0
The gig economy offers flexibility but often lacks the benefits and protections traditionally associated with full-time employment.,0
